ChEMBL ID,DrugBank ID,Name,ATC code(s),ATC therapeutic group,ATC status,pKa (acidic),SMILES,pKa (basic),pKa (exp.)_1,pKa (exp.)_2,pKa_comment,logP (pred.),logP (exp.),DyeLeS score,Fluorescent,First approval (year),Oral,MW,TPSA,HBD,HBA,lipinski_violations,lipinski_pass,ABCB1_Pgp_CHEMBL
CHEMBL94454,DB12523,Mizolastine,R06AX25,Дыхательная система,Success,8.08,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,5.63,,,,3.51,,0.4434700645,False,1998.0,1.0,432.5,70.05,1.0,5.0,0,True,
CHEMBL20883,DB09256,Tegafur,L01BC03; L01BC53,Противоопухолевые препараты и иммуномодуляторы,Success,8.08,FC1=CN(C2CCCO2)C(=O)NC1=O,-4.3,,,,-0.09,,1.093190926,True,,,200.17,64.09,1.0,3.0,0,True,
CHEMBL1518,DB00550,Propylthiouracil,H03BA02,Гормональные препараты (системные),Success,8.09,CCCC1=CC(=O)NC(=S)N1,-2.9,,,,1.53,0.4,-1.143024814,False,1947.0,1.0,170.24,48.65,2.0,2.0,0,True,
CHEMBL93077,DB08925,Adrafinil,N06BX17,Нервная система,Success,8.1,ONC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,-5.5,,,,2.19,,-0.798803593,False,,,289.36,66.4,2.0,3.0,0,True,
CHEMBL588,DB00800,Fenoldopam,C01CA19,Сердечно-сосудистая система,Success,8.12,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12,10.4,,,,2.39,2.0,-2.175253207,False,1997.0,0.0,305.76,72.72,4.0,4.0,0,True,
CHEMBL1129,DB00432,Trifluridine,S01AD02; L01BC59,Органы чувств,Success,8.5,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,-3.0,7.95,,7.95,-0.45,-0.46,1.267013161,True,1980.0,1.0,296.2,104.55,3.0,5.0,0,True,
CHEMBL15841,DB13628,Ethyl hydroxybenzoate,D01AE10,Дерматологические препараты,Success,8.5,CCOC(=O)C1=CC=C(O)C=C1,-6.1,,,,2.76,,-0.05453615627,False,,,166.18,46.53,1.0,3.0,0,True,
CHEMBL42403,DB11326,Boric acid,S02AA03,Органы чувств,Success,8.7,OB(O)O,-5.3,,,,-0.51,,-0.2180857896,False,,,61.83,60.69,3.0,3.0,0,True,
CHEMBL522038,DB04898,Ximelagatran,B01AE05,Кровь и органы кроветворения,Success,8.7,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,5.48,,,,1.35,,-1.537631121,False,,1.0,473.57,146.35,4.0,7.0,1,True,
CHEMBL1201319,DB00610,Metaraminol,C01CA09,Сердечно-сосудистая система,Success,9.03,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,9.68,8.79,,8.79,-0.59,-0.27,-1.445434109,False,1954.0,0.0,167.21,66.48,3.0,3.0,0,True,
CHEMBL1684,DB00436,Bendroflumethiazide,C03AA01,Сердечно-сосудистая система,Success,9.04,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,-3.1,8.5,,8.5,1.83,1.89,0.1803874108,False,1959.0,1.0,421.42,118.36,3.0,5.0,0,True,
CHEMBL61593,DB00606,Cyclothiazide,C03AA09,Сердечно-сосудистая система,Success,9.06,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2,-2.5,,,,1.32,1.95,-2.715305271,False,1982.0,1.0,389.89,118.36,3.0,5.0,0,True,
CHEMBL1215,DB00388,Phenylephrine,R01AA04; S01GA55; S01GA05; C05AX06; R01AB01; R01BA53; S01FB01; C01CA06; R01BA03,Дыхательная система,Success,9.07,CNC[C@H](O)C1=CC(O)=CC=C1,9.69,8.97,,8.97,-0.69,-0.31,-1.665105831,False,1952.0,1.0,167.21,52.49,3.0,3.0,0,True,
CHEMBL1763,DB00774,Hydroflumethiazide,C03AA02; C03AH02,Сердечно-сосудистая система,Success,9.07,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,-2.7,8.9,,8.9,0.44,0.36,0.5218053081,True,1959.0,1.0,331.3,118.36,3.0,5.0,0,True,
CHEMBL1373254,DB13532,Cyclopenthiazide,C03AA07,Сердечно-сосудистая система,Success,9.07,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl,-2.6,,,,1.88,,-2.234660847,False,,,379.89,118.36,3.0,5.0,0,True,
CHEMBL1800159,DB11853,Relugolix,L02BX04,Противоопухолевые препараты и иммуномодуляторы,Success,9.07,CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)C)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=C(OC)N=N1,7.69,,,,3.16,,1.259687598,True,2019.0,1.0,623.64,132.61,2.0,9.0,1,True,
CHEMBL3349607,DB06663,Pasireotide,H01CB05,Гормональные препараты (системные),Success,9.08,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,10.41,,,,3.03,,-1.077438413,False,,,1047.23,281.2,9.0,11.0,4,False,
CHEMBL435,DB00999,Hydrochlorothiazide,C03AA03; C03AX01,Сердечно-сосудистая система,Success,9.09,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,-2.7,7.9,,7.9,-0.16,-0.07,-1.619689239,False,1959.0,1.0,297.75,118.36,3.0,5.0,0,True,
CHEMBL3137312,DB09183,Dasabuvir,J05AP09,Противомикробные (системные),Success,9.09,COC1=C(C=C(C=C1C1=CC2=CC=C(NS(C)(=O)=O)C=C2C=C1)N1C=CC(=O)NC1=O)C(C)(C)C,-4.8,,,,4.7,,0.2617816547,False,2014.0,1.0,493.59,110.26,2.0,5.0,0,True,
CHEMBL682,DB00613,Amodiaquine,P01BA06,Противопаразитарные препараты,Success,9.1,CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1,10.17,,,,4.83,3.7,0.1378665415,False,1982.0,1.0,355.87,48.39,2.0,4.0,0,True,
CHEMBL1018,DB00890,Dienestrol,G03CC02; G03CB01,Мочеполовая система и половые гормоны,Success,9.1,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,-6.0,,,,5.18,5.9,-0.4419314953,False,1947.0,0.0,266.34,40.46,2.0,2.0,1,True,
CHEMBL86882,DB08985,Etilefrine,C01CA51; C01CA01,Сердечно-сосудистая система,Success,9.1,CCNCC(O)C1=CC=CC(O)=C1,9.73,,,,0.01,,-1.632909479,False,,,181.24,52.49,3.0,3.0,0,True,
CHEMBL500576,DB11630,Temoporfin,L01XD05,Противоопухолевые препараты и иммуномодуляторы,Success,9.12,OC1=CC=CC(=C1)C-1=C2\CCC(=N2)\C(=C2/N\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C\-1N2)C1=CC(O)=CC=C1)C1=CC(O)=CC=C1)\C1=CC(O)=CC=C1,5.6,,,,9.21,,0.0,False,,,,,,,1,True,
CHEMBL1364,DB00165,Pyridoxine,A11HA02,ЖКТ и обмен веществ,Success,9.4,CC1=C(O)C(CO)=C(CO)C=N1,5.58,,,,-0.57,-0.77,-1.728297455,False,1982.0,1.0,169.18,73.58,3.0,4.0,0,True,
CHEMBL1437,DB00368,Norepinephrine,C01CA03,Сердечно-сосудистая система,Success,9.5,NC[C@H](O)C1=CC(O)=C(O)C=C1,8.85,8.58,,8.58,-1.4,-1.24,-0.9467354222,False,1950.0,0.0,169.18,86.71,4.0,4.0,0,True,
CHEMBL1200490,DB00050,Cetrorelix,H01CC02,Гормональные препараты (системные),Success,9.5,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,11.79,,,,1.33,,-0.6800947577,False,,,1431.06,495.67,17.0,16.0,4,False,
CHEMBL1429,DB00035,Desmopressin,H01BA02,Гормональные препараты (системные),Success,9.5,NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(N)=O,11.77,,,,-1.0,,-1.494110879,False,,,1069.24,435.41,14.0,15.0,4,False,
CHEMBL1251,DB06785,Ganirelix,H01CC01,Гормональные препараты (системные),Success,9.5,CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,12.14,,,,3.42,,-0.6844419604,False,,,1570.35,451.49,16.0,16.0,4,False,
CHEMBL1259059,DB08934,Sofosbuvir,J05AP08,Противомикробные (системные),Success,9.7,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,-3.9,9.3,,9.3,1.63,1.62,-0.853707397,False,2013.0,1.0,529.46,158.18,3.0,9.0,2,False,
CHEMBL442,DB00696,Ergotamine,N02CA02; N02CA52; N02CA72,Нервная система,Success,9.7,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,7.78,,,,2.95,2.0,-2.742007846,False,1948.0,1.0,581.67,118.21,3.0,6.0,1,True,interaction
CHEMBL2107381,DB09144,Uridine triacetate,A16AX13,ЖКТ и обмен веществ,Success,9.7,CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1C=CC(=O)NC1=O,-4.3,,,,0.01,,-0.2302080564,False,2015.0,1.0,370.31,142.99,1.0,9.0,1,True,
CHEMBL1186579,DB06800,Methylnaltrexone,A06AH01,ЖКТ и обмен веществ,Success,9.9,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,-3.9,,,,0.59,2.2,-3.355437044,False,2008.0,1.0,356.44,66.76,2.0,4.0,0,True,
CHEMBL4279047,DB17097,Vorasidenib,L01XM04,Противоопухолевые препараты и иммуномодуляторы,Success,9.9,C[C@@H](NC1=NC(=NC(N[C@H](C)C(F)(F)F)=N1)C1=CC=CC(Cl)=N1)C(F)(F)F,5.04,,,,5.15,,0.5370717483,True,,,414.74,75.62,2.0,6.0,1,True,
CHEMBL1161681,DB09112,Nitrous acid,V03AB08,Прочие препараты,Success,,ON=O,-3.5,,,,0.17,-3.7,-1.186388714,False,,,47.01,49.66,1.0,2.0,0,True,
CHEMBL550,DB01085,Pilocarpine,S01EB51; N07AX01; S01EB01,Органы чувств,Success,18.31,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O,6.37,,,,1.15,-3.03,-2.915761741,False,1974.0,1.0,208.26,44.12,0.0,3.0,0,True,
CHEMBL1431,DB00331,Metformin,A10BA02,ЖКТ и обмен веществ,Success,17.79,CN(C)C(=N)NC(N)=N,12.33,12.4,,12.4,-1.8,-2.6,-1.305481504,False,1995.0,1.0,129.17,88.99,4.0,2.0,0,True,
CHEMBL1201341,DB01057,Echothiophate,S01EB03,Органы чувств,Success,33.4,CCOP(=O)(OCC)SCC[N+](C)(C)C,-8.2,,,,-2.2,-2.25,-1.376072421,False,,,256.33,35.53,0.0,4.0,0,True,
CHEMBL1412,DB00592,Piperazine,P02CB01,Противопаразитарные препараты,Success,34.3,C1CNCCN1,9.56,9.73,,9.73,-1.2,-1.5,-0.4123912009,False,,0.0,86.14,24.06,2.0,2.0,0,True,
CHEMBL504,DB01093,Dimethyl sulfoxide,G04BX13; M02AX03,Мочеполовая система и половые гормоны,Success,31.05,CS(C)=O,-8.0,,,,-1.1,-1.35,-0.2814683472,False,,,78.14,17.07,0.0,1.0,0,True,
CHEMBL1220,DB00911,Tinidazole,J01XD02; P01AB02; G01AF21,Противомикробные (системные),Success,23.96,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,3.28,,,,-0.41,-0.35,-1.1683009,False,2004.0,1.0,247.28,95.1,0.0,5.0,0,True,
CHEMBL290960,DB11820,Nifurtimox,P01CC01,Противопаразитарные препараты,Success,24.95,CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O,0.34,-1.01,,-1.01±0.40,0.25,-0.27,-1.331960758,False,2020.0,1.0,287.3,106.02,0.0,7.0,0,True,
CHEMBL113,DB00201,Caffeine,N06BC01; D11AX26,Нервная система,Success,33.36,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.2,14.0,,14,-0.24,-0.07,-1.615281557,False,,,194.19,61.82,0.0,3.0,0,True,inhibitor; interaction
CHEMBL1200689,DB00435,Nitric Oxide,R07AX01,Дыхательная система,Success,,[N]=O,-2.9,,,,-0.35,0.0,-1.422608584,False,,,30.01,39.37,0.0,1.0,0,True,
CHEMBL790,DB00878,Chlorhexidine,D08AC02; R02AA05; D08AC52; S02AA09; S03AA04; A01AB03; D09AA12; S01AX09; B05CA02,Дерматологические препараты,Success,19.99,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,10.52,10.8,,10.8 (at 25 °C),2.71,0.08,-0.2072133012,False,1976.0,0.0,505.46,167.58,10.0,4.0,3,False,
CHEMBL24441,DB06698,Betahistine,N07CA01,Нервная система,Success,33.76,CNCCC1=CC=CC=N1,9.77,3.5,9.7,"3.5, 9.7",0.59,0.1,-0.7532470592,False,,,136.2,24.92,1.0,2.0,0,True,
CHEMBL684,DB00711,Diethylcarbamazine,P02CB02,Противопаразитарные препараты,Success,7.5,CCN(CC)C(=O)N1CCN(C)CC1,6.9,,,,0.9,0.1,-1.179083277,False,1950.0,1.0,199.3,26.79,0.0,2.0,0,True,
CHEMBL1790041,DB00863,Ranitidine,A02BA07; A02BA02,ЖКТ и обмен веществ,Success,24.23,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,7.8,8.2,2.7,8.2 and 2.7,0.79,0.2,-1.90906507,False,1983.0,1.0,314.41,83.58,2.0,7.0,0,True,inhibitor; substrate; interaction
CHEMBL277474,DB01435,Antipyrine,N02BB51; N02BB01; N02BB71; S02DA03,Нервная система,Success,26.23,CN1N(C(=O)C=C1C)C1=CC=CC=C1,0.49,1.4,,1.4,1.18,0.38,-0.6251642976,False,,,188.23,26.93,0.0,1.0,0,True,interaction
CHEMBL1585,DB00236,Pipobroman,L01AX02,Противоопухолевые препараты и иммуномодуляторы,Success,23.86,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,-1.3,,,,1.09,0.42,-0.7493697531,False,,,356.06,40.62,0.0,2.0,0,True,
CHEMBL1201260,DB00217,Bethanidine,C02CC01,Сердечно-сосудистая система,Success,21.16,CN\C(NCC1=CC=CC=C1)=N/C,12.41,,,,1.41,0.49,-1.454326106,False,1982.0,1.0,177.25,36.42,2.0,1.0,0,True,
CHEMBL671,DB04572,Thiotepa,L01AC01,Противоопухолевые препараты и иммуномодуляторы,Success,33.23,S=P(N1CC1)(N1CC1)N1CC1,-0.3,,,,0.17,0.53,-1.323731077,False,,,189.22,9.03,0.0,1.0,0,True,
CHEMBL1201798,DB00658,Sevelamer,V03AE02,Прочие препараты,No Drug Record,22.41,NCC=C.ClCC1CO1,-4.2,,,,0.35,0.56,-0.453001603,False,,,149.62,38.55,1.0,2.0,0,True,
CHEMBL641,DB00289,Atomoxetine,N06BA09,Нервная система,Success,,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,9.8,10.13,,10.13,3.95,0.68,-0.5641041771,False,2002.0,1.0,255.36,21.26,1.0,2.0,0,True,
CHEMBL1410743,DB09117,Paraldehyde,N05CC05,Нервная система,Success,31.53,CC1OC(C)OC(C)O1,-4.0,,,,0.33,0.73,-1.306288859,False,,,132.16,27.69,0.0,3.0,0,True,
CHEMBL3989944,DB14783,Diroximel fumarate,L04AX09,Противоопухолевые препараты и иммуномодуляторы,Success,20.6,COC(=O)\C=C\C(=O)OCCN1C(=O)CCC1=O,-6.3,,,,-0.08,0.74,-0.3495051238,False,,,255.23,89.98,0.0,6.0,0,True,
CHEMBL169901,DB04840,Debrisoquine,C02CC04,Сердечно-сосудистая система,Success,19.57,NC(=N)N1CCC2=CC=CC=C2C1,12.47,,,,0.58,0.75,-2.141470812,False,,,175.24,53.11,2.0,1.0,0,True,interaction
CHEMBL765,DB01170,Guanethidine,S01EX01; C02CC02,Органы чувств,Success,19.7,NC(N)=NCCN1CCCCCCC1,11.77,,,,0.89,0.8,-1.862262454,False,1960.0,1.0,198.31,67.64,2.0,2.0,0,True,
CHEMBL91397,DB11614,Rupatadine,R06AX28,Дыхательная система,Success,,CC1=CC(CN2CCC(CC2)=C2C3=CC=C(Cl)C=C3CCC3=C2N=CC=C3)=CN=C1,7.19,,,,4.82,0.8,-0.6008517585,False,,,415.97,29.02,0.0,3.0,0,True,
CHEMBL1396,DB01273,Varenicline,S01XA28; N07BA03,Органы чувств,No Drug Record,33.76,C1C2CNCC1C1=C2C=C2N=CC=NC2=C1,9.73,,,,1.39,0.9,-0.9476075401,False,,,211.27,37.81,1.0,3.0,0,True,
CHEMBL1521,DB00962,Zaleplon,N05CF03,Нервная система,Success,21.03,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,0.28,,,,2.0,0.9,-0.4143428338,False,1999.0,1.0,305.34,74.29,0.0,4.0,0,True,
CHEMBL427,DB00888,Mechlorethamine,L01AA05,Противоопухолевые препараты и иммуномодуляторы,Success,23.92,CN(CCCl)CCCl,6.08,6.43,,6.43 (at 25°C),1.31,0.91,-0.5258019005,False,1949.0,0.0,156.06,3.24,0.0,1.0,0,True,
CHEMBL1043,DB00250,Dapsone,J04BA02; D10AX05,Противомикробные (системные),Success,21.68,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,2.39,2.41,,2.41,1.19,0.97,0.4212059689,False,1979.0,1.0,248.31,86.18,2.0,4.0,0,True,
CHEMBL288470,DB01424,Aminophenazone,N02BB73; N02BB53; N02BB03,Нервная система,Success,32.05,CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,3.66,5.0,,5,0.94,1.0,-0.612381268,False,,0.0,231.3,30.17,0.0,2.0,0,True,
CHEMBL407,DB01205,Flumazenil,V03AB25,Прочие препараты,Success,25.76,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,2.87,,,,1.54,1.0,1.028846309,True,1991.0,0.0,303.29,64.43,0.0,4.0,0,True,interaction
CHEMBL3,DB00184,Nicotine,N07BA01,Нервная система,Success,,CN1CCC[C@H]1C1=CN=CC=C1,8.58,8.5,,8.5,0.87,1.17,-2.147517265,False,1984.0,1.0,162.24,16.13,0.0,2.0,0,True,
CHEMBL1025,DB00677,Isoflurophate,S01EB07,Органы чувств,Success,,CC(C)OP(F)(=O)OC(C)C,-9.6,,,,1.1,1.17,0.4848012947,False,,,184.15,35.53,0.0,3.0,0,True,
CHEMBL6622,DB00883,Isosorbide dinitrate,C05AE02; C01DA58; C01DA08,Сердечно-сосудистая система,Success,23.96,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,-4.2,,,,0.87,1.31,-1.766082823,False,,,236.14,123.2,0.0,8.0,0,True,
CHEMBL1508,DB01175,Escitalopram,N06AB10,Нервная система,Success,,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,9.78,9.5,,9.5,3.58,1.34,1.012919277,True,2002.0,1.0,324.4,36.26,0.0,3.0,0,True,
CHEMBL459324,DB01452,Diamorphine,N07BC06,Нервная система,Success,24.69,[H][C@@]12C=C[C@H](OC(C)=O)[C@@H]3OC4=C(OC(C)=O)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,9.1,7.95,,7.95 (at 25 °C),2.3,1.58,-2.857084248,False,,,369.42,65.07,0.0,6.0,0,True,
CHEMBL1399,DB01217,Anastrozole,L02BG03,Противоопухолевые препараты и иммуномодуляторы,Success,30.03,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,2.0,1.4,,1.4,2.31,1.58,-0.3603798356,False,1995.0,1.0,293.37,78.29,0.0,4.0,0,True,
CHEMBL313833,DB00752,Tranylcypromine,N06AF04,Нервная система,No Drug Record,,NC1CC1C1=CC=CC=C1,9.62,,,,1.5,1.58,-0.8251229617,False,,,133.19,26.02,1.0,1.0,0,True,
CHEMBL134,DB00575,Clonidine,N02CX02; S01EA04; C02AC01,Нервная система,Success,15.77,ClC1=CC=CC(Cl)=C1NC1=NCCN1,8.16,8.05,,8.05 (at 25 °C),2.55,1.59,-1.101523739,False,1974.0,1.0,230.1,36.42,2.0,3.0,0,True,interaction
CHEMBL730,DB00727,Nitroglycerin,C01DA02; C05AE01; C01DA52,Сердечно-сосудистая система,Success,22.77,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,-5.6,-5.6,,-5.6,1.25,1.62,-1.200356952,False,,,227.08,157.11,0.0,9.0,1,True,
CHEMBL1079,DB00697,Tizanidine,M03BX02,Костно-мышечная система,Success,15.77,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1,7.49,7.48,,7.48,1.6,1.72,-0.6555653758,False,1996.0,1.0,253.72,62.2,2.0,6.0,0,True,
CHEMBL405,DB00182,Amphetamine,N06BA01,Нервная система,Success,,CC(N)CC1=CC=CC=C1,10.01,9.9,,9.9,1.85,1.76,-1.158863079,False,1955.0,1.0,135.21,26.02,1.0,1.0,0,True,
CHEMBL601719,DB08865,Crizotinib,L01ED01,Противоопухолевые препараты и иммуномодуляторы,Success,20.04,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,10.12,9.4,5.6,9.4 and 5.6,3.82,1.83,0.2756790873,False,2011.0,1.0,450.35,77.99,2.0,5.0,0,True,substrate
CHEMBL1454,DB00848,Levamisole,P02CE01,Противопаразитарные препараты,Success,31.67,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,6.98,,,,2.2,1.84,-1.037962982,False,1990.0,1.0,204.3,15.6,0.0,3.0,0,True,
CHEMBL278172,DB01086,Benzocaine,D04AB04; C05AD03; R02AD01; N01BA05,Дерматологические препараты,Success,22.29,CCOC(=O)C1=CC=C(N)C=C1,2.78,2.51,,2.51 (at 25 °C),2.2,1.86,0.3284893761,False,,,165.19,52.32,1.0,3.0,0,True,interaction
CHEMBL569,DB00721,Procaine,N01BA52; N01BA02; S01HA05; C05AD05,Нервная система,Success,22.29,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,8.96,8.05,,8.05 (at 15 °C),2.1,2.14,0.2834172402,False,1954.0,0.0,236.32,55.56,1.0,4.0,0,True,
CHEMBL558,DB00379,Mexiletine,C01BB02,Сердечно-сосудистая система,Success,32.84,CC(N)COC1=C(C)C=CC=C1C,9.52,9.2,,9.2,2.17,2.15,-0.658989784,False,1985.0,1.0,179.26,35.25,1.0,2.0,0,True,
CHEMBL634,DB00802,Alfentanil,N01AH02,Нервная система,Success,22.72,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O,7.5,,,,2.2,2.16,-1.435650962,False,1986.0,0.0,416.53,85.49,0.0,6.0,0,True,inhibitor; interaction
CHEMBL1341,DB01028,Methoxyflurane,N02BG09,Нервная система,Success,19.1,COC(F)(F)C(Cl)Cl,-4.5,,,,2.01,2.21,2.886263771,True,,,164.97,9.23,0.0,1.0,0,True,
CHEMBL4297503,DB13997,Baloxavir marboxil,J05AX25,Противомикробные (системные),Success,,[H][C@@]12COCCN1C(=O)C1=C(OCOC(=O)OC)C(=O)C=CN1N2[C@H]1C2=CC=C(F)C(F)=C2CSC2=CC=CC=C12,-0.6,,,,2.12,2.26,0.4571146209,False,,,571.56,99.54,0.0,9.0,1,True,
CHEMBL1200468,DB00772,Malathion,P03AX03,Противопаразитарные препараты,Success,19.13,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-6.8,,,,2.67,2.36,-1.427870262,False,,,330.36,71.06,0.0,8.0,0,True,
CHEMBL504760,DB01744,Camphor,C01EB02,Сердечно-сосудистая система,No Drug Record,20.69,[H][C@@]12CC[C@@](C)(C(=O)C1)C2(C)C,-7.5,,,,2.85,2.38,-3.106648079,False,,,152.24,17.07,0.0,1.0,0,True,
CHEMBL660,DB00915,Amantadine,N04BB01,Нервная система,Success,,NC12CC3CC(CC(C3)C1)C2,10.71,,,,2.53,2.44,-1.353085412,False,1968.0,1.0,151.25,26.02,1.0,1.0,0,True,inhibitor; interaction
CHEMBL1374379,DB00868,Benzonatate,R05DB01,Дыхательная система,Success,21.24,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.47,,,,2.09,2.45,0.1100593056,False,1958.0,1.0,603.75,121.4,1.0,12.0,2,False,
CHEMBL490,DB00715,Paroxetine,N06AB05,Нервная система,Success,34.19,FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1,9.77,9.9,,9.90,3.1,2.53,-0.1335347651,False,1992.0,1.0,329.37,39.72,1.0,4.0,0,True,interaction
CHEMBL1377,DB01131,Proguanil,P01BB51; P01BB01,Противопаразитарные препараты,Success,17.79,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,10.4,,,,2.29,2.53,-0.7281193203,False,2000.0,1.0,253.74,83.79,5.0,2.0,0,True,
CHEMBL49,DB00490,Buspirone,N05BE01,Нервная система,Success,22.33,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,7.62,,,,1.95,2.63,-0.9608086873,False,1986.0,1.0,385.51,69.64,0.0,6.0,0,True,interaction
CHEMBL770,DB00797,Tolazoline,C04AB02; M02AX02,Сердечно-сосудистая система,Success,21.27,C(C1=NCCN1)C1=CC=CC=C1,10.25,10.3,,10.3,2.05,2.65,0.4175310185,False,1985.0,0.0,160.22,24.39,1.0,2.0,0,True,
